num;rfid;time;antenna;
null;0800EEEE;13:57:20.761;3
null;0800EEEE;13:57:34.251;1
378;2000FA4727F2690002F4;14:03:10.651;1
87;2000FA4727F2690000AD;14:03:10.776;1
268;2000FA4727F269000218;14:03:10.986;1
183;2000FA4727F26900016D;14:03:11.226;1
183;2000FA4727F26900016E;14:03:11.236;1
222;2000FA4727F2690001BC;14:03:11.721;1
368;2000FA4727F2690002DF;14:03:13.926;1
429;2000FA4727F269000359;14:03:14.976;2
428;2000FA4727F269000357;14:03:15.221;2
363;2000FA4727F2690002D5;14:03:15.486;1
1;2000FA4727F269000002;14:03:15.511;2
null;0800EEEE;14:09:06.089;2
null;0800EEEE;14:09:18.699;1
null;459000010000000000000000000000000000;14:09:22.164;1
null;459000010000000000000000000000000000;14:09:29.564;1
null;459000010000000000000000000000000000;14:09:37.224;1
null;0800EEEE;14:09:38.289;2
null;0800EEEE;14:09:44.354;2
416;2000FA4727F269000340;14:09:46.099;3
356;2000FA4727F2690002C7;14:09:47.094;1
327;2000FA4727F26900028D;14:09:47.319;1
415;2000FA4727F26900033E;14:09:47.549;2
393;2000FA4727F269000311;14:09:47.794;2
393;2000FA4727F269000312;14:09:47.799;3
379;2000FA4727F2690002F5;14:09:47.984;3
379;2000FA4727F2690002F6;14:09:48.009;3
360;2000FA4727F2690002CF;14:09:48.129;2
360;2000FA4727F2690002D0;14:09:48.174;2
166;2000FA4727F26900014B;14:09:48.279;1
328;2000FA4727F269000290;14:09:48.364;1
57;2000FA4727F269000071;14:09:48.499;2
365;2000FA4727F2690002DA;14:09:48.564;1
357;2000FA4727F2690002CA;14:09:49.294;3
387;2000FA4727F269000305;14:09:49.899;1
null;0800EEEE;14:09:50.039;2
388;2000FA4727F269000308;14:09:50.609;2
391;2000FA4727F26900030D;14:09:51.109;1
391;2000FA4727F26900030E;14:09:51.129;1
422;2000FA4727F26900034B;14:09:51.729;1
20;2000FA4727F269000027;14:09:52.209;1
20;2000FA4727F269000028;14:09:52.224;1
430;2000FA4727F26900035B;14:09:52.474;1
430;2000FA4727F26900035C;14:09:52.489;1
111;2000FA4727F2690000DE;14:09:52.549;2
383;2000FA4727F2690002FD;14:09:52.799;1
424;2000FA4727F26900034F;14:09:53.294;1
431;2000FA4727F26900035E;14:09:54.579;1
381;2000FA4727F2690002F9;14:09:55.429;2
381;2000FA4727F2690002FA;14:09:55.439;2
320;2000FA4727F269000280;14:09:56.419;2
null;0800EEEE;14:09:57.904;2
null;0800EEEE;14:10:03.569;2
null;0800EEEE;14:10:09.299;2
null;0800EEEE;14:10:14.909;2
null;0800EEEE;14:10:21.414;2
null;0800EEEE;14:10:28.984;2
null;0800EEEE;14:10:34.544;2
null;0800EEEE;14:10:40.124;2
null;0800EEEE;14:10:45.624;2
null;0800EEEE;14:10:51.504;2
null;0800EEEE;14:11:00.814;2
19;2000FA4727F269000025;14:11:05.484;1
19;2000FA4727F269000026;14:11:05.499;1
null;0800EEEE;14:11:07.999;2
null;0800EEEE;14:11:14.519;2
null;0800EEEE;14:11:20.239;2
null;0800EEEE;14:11:26.709;2
null;0800EEEE;14:11:32.734;2
null;0800EEEE;14:11:40.024;2
null;0800EEEE;14:11:48.014;2
null;0800EEEE;14:11:54.714;2
null;0800EEEE;14:12:02.774;2
null;0800EEEE;14:12:09.539;2
377;2000FA4727F2690002F2;14:12:15.949;2
417;2000FA4727F269000341;14:12:16.149;3
418;2000FA4727F269000343;14:12:16.439;2
null;0800EEEE;14:12:27.089;2
null;0800EEEE;14:12:42.439;2
null;459000010000000000000000000000000000;14:13:36.329;1
423;2000FA4727F26900034D;14:14:06.009;2
423;2000FA4727F26900034E;14:14:06.029;3
355;2000FA4727F2690002C5;14:14:07.044;2
355;2000FA4727F2690002C6;14:14:07.069;2
null;459000010000000000000000000000000000;14:14:07.379;1
427;2000FA4727F269000355;14:14:08.939;2
367;2000FA4727F2690002DE;14:16:10.179;3
30;2000FA4727F26900003B;14:16:10.274;2
30;2000FA4727F26900003C;14:16:10.539;1
74;2000FA4727F269000093;14:16:11.309;2
74;2000FA4727F269000094;14:16:11.324;2
85;2000FA4727F2690000A9;14:16:12.029;2
414;2000FA4727F26900033B;14:16:12.269;2
414;2000FA4727F26900033C;14:16:12.489;1
53;2000FA4727F269000069;14:16:12.934;1
129;2000FA4727F269000102;14:16:13.189;1
24;2000FA4727F269000030;14:16:13.419;1
406;2000FA4727F26900032B;14:16:14.884;2
406;2000FA4727F26900032C;14:16:14.984;1
370;2000FA4727F2690002E4;14:16:15.624;1
425;2000FA4727F269000352;14:16:24.934;2
419;2000FA4727F269000345;14:16:25.119;1
375;2000FA4727F2690002ED;14:18:21.404;2
375;2000FA4727F2690002EE;14:18:21.414;2
99;2000FA4727F2690000C6;14:19:01.989;2
99;2000FA4727F2690000C5;14:19:02.009;2
64;2000FA4727F26900007F;14:19:02.464;1
255;2000FA4727F2690001FD;14:22:20.634;3
41;2000FA4727F269000052;14:22:20.854;2
41;2000FA4727F269000051;14:22:20.864;2
null;3400E28011700000020B9765341D;14:22:21.114;2
18;2000FA4727F269000023;14:22:21.294;1
63;2000FA4727F26900007E;14:22:21.449;2
353;2000FA4727F2690002C2;14:22:21.474;1
