num;rfid;time;antenna;
null;0800EEEE;13:57:24.333;2
null;0800EEEE;13:57:36.543;2
null;0800EEEE;13:58:07.533;1
null;0800EEEE;13:58:13.133;1
null;0800EEEE;13:58:18.863;1
null;0800EEEE;13:58:24.413;1
null;0800EEEE;13:58:29.928;1
null;0800EEEE;13:58:35.668;1
null;0800EEEE;13:58:41.178;1
null;0800EEEE;13:58:46.698;1
null;0800EEEE;13:58:52.553;3
null;0800EEEE;13:58:58.123;1
null;0800EEEE;13:59:03.783;1
null;0800EEEE;13:59:09.373;1
null;0800EEEE;13:59:14.868;1
null;0800EEEE;13:59:20.383;1
null;0800EEEE;13:59:25.898;1
null;0800EEEE;13:59:31.408;1
null;0800EEEE;13:59:37.143;1
null;0800EEEE;13:59:42.743;1
null;0800EEEE;13:59:48.253;1
null;0800EEEE;13:59:53.748;1
null;0800EEEE;13:59:59.263;1
null;0800EEEE;14:00:04.923;1
null;0800EEEE;14:00:10.598;1
null;0800EEEE;14:00:16.343;1
null;0800EEEE;14:00:21.863;1
null;0800EEEE;14:00:27.608;1
null;0800EEEE;14:00:33.133;1
null;0800EEEE;14:00:38.663;1
null;0800EEEE;14:00:44.383;1
null;0800EEEE;14:00:50.078;1
null;0800EEEE;14:00:55.808;1
null;0800EEEE;14:01:01.548;1
null;0800EEEE;14:01:07.158;1
null;0800EEEE;14:01:12.843;1
null;0800EEEE;14:01:18.568;1
null;0800EEEE;14:01:24.233;1
null;0800EEEE;14:01:29.823;1
null;0800EEEE;14:01:35.338;1
null;0800EEEE;14:01:41.008;1
null;0800EEEE;14:01:46.643;1
null;0800EEEE;14:01:52.223;1
null;0800EEEE;14:01:57.968;1
null;0800EEEE;14:02:03.658;1
null;0800EEEE;14:02:09.328;1
null;0800EEEE;14:02:14.838;1
null;0800EEEE;14:02:20.438;1
null;0800EEEE;14:02:26.183;1
null;0800EEEE;14:02:31.693;1
null;0800EEEE;14:02:37.278;1
null;0800EEEE;14:02:42.783;1
null;0800EEEE;14:02:48.518;1
null;0800EEEE;14:02:54.173;1
null;0800EEEE;14:02:59.913;1
null;0800EEEE;14:03:05.508;3
null;0800EEEE;14:03:11.158;1
421;2000FA4727F26900034A;14:03:13.308;1
366;2000FA4727F2690002DB;14:03:13.333;2
366;2000FA4727F2690002DC;14:03:13.608;2
43;2000FA4727F269000055;14:03:13.643;3
378;2000FA4727F2690002F4;14:03:13.973;1
87;2000FA4727F2690000AD;14:03:14.003;3
268;2000FA4727F269000218;14:03:14.368;3
183;2000FA4727F26900016D;14:03:14.613;1
183;2000FA4727F26900016E;14:03:14.623;3
52;2000FA4727F269000067;14:03:14.818;2
222;2000FA4727F2690001BC;14:03:15.148;2
16;2000FA4727F269000020;14:03:15.448;1
32;2000FA4727F269000040;14:03:15.548;2
349;2000FA4727F2690002BA;14:03:15.953;1
144;2000FA4727F269000120;14:03:16.303;3
null;0800EEEE;14:03:16.708;2
368;2000FA4727F2690002E0;14:03:17.263;1
66;2000FA4727F269000083;14:03:17.508;1
55;2000FA4727F26900006E;14:03:18.313;3
55;2000FA4727F26900006D;14:03:18.328;3
429;2000FA4727F269000359;14:03:18.403;3
428;2000FA4727F269000357;14:03:18.653;2
428;2000FA4727F269000358;14:03:18.673;2
137;2000FA4727F269000111;14:03:18.743;2
363;2000FA4727F2690002D5;14:03:18.813;1
1;2000FA4727F269000001;14:03:18.928;2
1;2000FA4727F269000002;14:03:19.008;2
386;2000FA4727F269000303;14:03:19.173;2
386;2000FA4727F269000304;14:03:19.318;1
59;2000FA4727F269000075;14:03:19.343;1
59;2000FA4727F269000076;14:03:19.583;1
